时间,风速(m/s),转速(rpm),功率输出(kW),温度(℃),振动(mm/s),油温(℃),油位(%),齿轮箱油温(℃),齿轮箱油位(%),发电机温度(℃),偏航角度(度),偏航速度(度/s),桨距角(度),风向(度),气压(hPa),湿度(%),故障标签
2023-01-01 00:00:00,3.352971601487155,0.8601247753346823,9.991277853727878,-9.49978489554666,0.5521378949529628,-9.234757017158122,99.2714516500477,-9.18007042360391,99.64719010476338,-9.572291751350127,270.48417460276545,0.07960790905159087,86.66637931928798,270.4306217217318,989.9418825343324,68.9930662667714,0
2023-01-01 00:10:00,2.2031868288943026,0.0,0.0,0.8988296120643327,0.4719689568712847,0.3942899831114377,97.57832496208589,0.49246537342153396,99.68985183352896,0.9472220663775395,253.99152996319992,0.2782375301404437,90.0,255.62558451207366,984.8358188416732,80.84966198084759,0
2023-01-01 00:20:00,2.877087951946247,0.0,0.0,2.0745206273378223,0.5299693566789637,1.5020788749593952,99.55549688156401,1.9967892501716582,98.34072392051374,1.9338518669963407,270.5925788840224,2.1137155086447703,90.0,269.8190574314548,982.2912191827832,43.67389653909281,0
2023-01-01 00:30:00,0.8546342799182599,0.0,0.0,-4.212240727957857,0.4854986458436695,-4.030086878009711,97.82500418512697,-4.2813212238223874,100.0,-4.442439443442318,275.36994461185276,1.8273930170009645,90.0,273.8895907593868,988.5569324099049,73.74760787702095,0
2023-01-01 00:40:00,1.4137337394062175,0.0,0.0,-6.731950124761433,0.5195507789961394,-6.664164039013026,99.30240662189726,-6.689674149799909,99.85801858295318,-6.83867988552993,273.75261355321703,0.8032226279271082,90.0,275.5980830726262,990.5491421793163,86.57458286010326,0
2023-01-01 00:50:00,3.3575512026605443,0.8651560062120304,10.224617756996619,7.527352529453378,0.5102820733158134,7.82754596667297,99.41502597509334,8.098922447636681,98.16367708304924,7.415084586028641,288.8803706670779,2.693468650807431,86.62312753042819,288.0345107648425,999.9700252570199,43.159245549437,0
2023-01-01 01:00:00,2.7490450582739294,0.0,0.0,9.950752129902206,0.45613710336431135,9.928198520292208,98.66981860797948,9.768970922916024,99.87496465619147,10.105492213268942,281.2851984777632,1.587343035297411,90.0,276.3239846753622,1028.5539188806808,81.64678213406988,0
2023-01-01 01:10:00,4.988432831210991,4.847930351045897,128.24483929089502,-9.770379561143606,0.5953970222841906,-8.096094948249064,97.67025938334653,-7.5246858799253005,98.48172269308678,-7.982091371841372,273.08726977772045,0.7901671522532723,71.22035659411841,269.3287403739385,1005.029305652515,40.719112831807884,0
2023-01-01 01:20:00,5.525961263960204,6.184297924806181,203.7095835313013,8.25255678689641,0.5588865601510373,10.897324492722646,99.52581749462666,11.190051389100923,97.21168326104716,11.006569881956432,267.6035656783631,0.9724681710140193,66.1436991737092,272.59784671708366,980.9738371192916,85.74591697587702,0
2023-01-01 01:30:00,3.9477637862368278,2.3154576548292662,38.03963573126793,7.574437556463685,0.4792470672382703,8.603116005366195,98.65532680557308,8.71397936617438,100.0,8.130630068116638,286.59647898627475,0.3851743934992884,81.04889757442996,283.93813469320486,1003.7641189049366,62.98821560969663,0
2023-01-01 01:40:00,4.757451182739486,4.2636371694344595,103.61952758131127,-4.698867421198818,0.5350534495818322,-3.5221227202392513,97.98586865542539,-2.8565481767703207,97.53079773868703,-2.4701152567538145,284.49801819573366,1.5527275231067719,73.40184994079374,285.11701735658863,986.0502097934133,43.48184022189344,0
2023-01-01 01:50:00,3.302970153710647,0.7526037695170149,8.346166466351766,-3.238288757050894,0.4758414613626209,-2.5615822098227414,99.44820516544277,-1.9128156850212643,97.16438194411316,-3.1570306376231194,269.6268562805496,2.0069333348888416,87.138615214955,272.2468099368596,990.711840368522,37.9387109235015,0
2023-01-01 02:00:00,6.3851336139201385,8.251949629041777,348.1235462986677,8.71028481161342,0.6572713725696387,13.09453182603526,99.74521506403488,14.027853090252538,98.810374111251,14.032427672398397,283.7624783644574,2.0200936418799045,58.0292936463098,281.47171986985893,1029.2082605682983,35.90507226911753,0
2023-01-01 02:10:00,5.8966220565998615,7.017910083213105,260.46423045970835,-1.9475743579546254,0.5294852826119235,1.1837693026631277,98.29402893998027,2.1905960768520814,99.37360829244366,1.818978480165529,271.60929457361783,2.584047314285492,62.6430139098902,272.17798712308326,1007.5162656224924,33.03529977149287,0
2023-01-01 02:20:00,0.3273088753477544,0.0,0.0,9.985649368254531,0.4862931571765029,10.714304751421162,100.0,10.866994432780443,98.70634866817612,9.454614158741837,281.4285903452816,2.955926531339178,90.0,282.6388591555124,993.2601529086076,77.04423611691416,0
2023-01-01 02:30:00,2.4484300698252786,0.0,0.0,-0.8998326532171337,0.4970277042116917,-0.222459309367582,97.87475381071798,0.17743246399969564,97.07311496736793,-0.5225954729750276,284.7338608714237,2.243926681137192,90.0,284.311908857681,982.8582636453741,65.05065566753828,0
2023-01-01 02:40:00,2.2689555765666567,0.0,0.0,0.05700765839027078,0.5009468652215702,0.5522248742258669,99.99160382182252,0.8592529676593275,99.15737399262777,0.07747719490020413,275.61812595619296,0.7386460433658746,90.0,271.7152528148986,1009.725957676672,67.16289061992619,0
2023-01-01 02:50:00,2.050720859835263,0.0,0.0,-1.6155016932825497,0.5383466516343387,-1.3411051045684093,99.788021813924,-0.27265484892804354,97.52273560372272,-1.6224440472235984,261.00480076032323,2.2555934772432065,90.0,262.8430287976047,983.6271557246579,57.497131357115165,0
2023-01-01 03:00:00,2.653519459744933,0.0,0.0,9.969088817088846,0.5045947474292286,11.011786543136417,99.43029009418387,10.704896571529915,99.34550003795434,10.250129878264483,259.1364907865148,2.110619775262113,90.0,255.79904124011674,1010.5838882862975,89.23398381789026,0
2023-01-01 03:10:00,2.4176083997998297,0.0,0.0,3.079526354214652,0.5041781487403014,3.553483657979792,98.91665171850732,3.614327324894812,98.56962529266316,3.09945662723218,270.01523962823205,2.152836561416394,90.0,268.96694135792984,990.1798656163727,68.05427753310478,0
2023-01-01 03:20:00,5.765947562276305,6.626939974439489,237.0892041170024,-4.720321967391811,0.5474451677697121,-1.7032666948362614,98.5390673991798,-0.7620751245111538,97.95636989687478,-1.0398742624444284,254.35544801365532,2.2236927250437923,63.87716191183489,256.73589538931185,1007.5840210563196,55.66121513884076,0
2023-01-01 03:30:00,5.691154301129023,6.4803450247591545,223.90544824391182,-9.806606007833201,0.5970736947956109,-6.411519810220466,98.32281175297236,-6.26781065293045,99.45696971943158,-6.402532297253698,269.73496903477275,2.582107746002708,64.58354271155923,266.77374598589233,1024.9462318263238,42.60459230038524,0
2023-01-01 03:40:00,3.5258347677033606,1.3074761897131129,16.64706889728258,-5.009405215541511,0.56539261624289,-4.269745040050218,98.1507320688875,-3.282691267338802,97.81988362762843,-4.499819819229375,267.0727848802598,2.6442486139899732,85.03378274946826,263.96506768085584,981.2393180949094,74.19386830530493,0
2023-01-01 03:50:00,0.5267009587010132,0.0,0.0,-3.3562906410714266,0.5246916460455894,-2.7372627331460038,97.67716174872311,-1.4632249543946667,97.70177645559863,-3.2976761464116904,270.51188435354413,2.449759816790787,90.0,273.2875471780875,1003.0151617339471,48.311452040316034,0
2023-01-01 04:00:00,6.114977129137668,7.547115412943062,306.26626324990934,5.906909983057236,0.6824415741578769,9.533221977397949,99.40205301997477,11.410675926104785,98.53498924332479,10.350668046873091,272.94690258600133,1.6086471974361656,60.58077155814424,268.1354057140187,1026.9618570162359,36.92050511108565,0
2023-01-01 04:10:00,5.022136216541328,4.9061599216767995,135.45899450997672,9.408012220444558,0.5102244364180107,11.5087035384593,98.92693635928732,12.389950878487166,98.34028276082323,11.390819514893634,255.23943646390734,1.7297641304897986,70.90204684377635,256.38748213046006,992.7361253069291,72.52711703005023,0
2023-01-01 04:20:00,8.17533123451696,12.433202505385271,837.1784443654958,-9.96617443562741,0.8261262588036062,-0.39133532419818745,98.62389729432402,2.9855494333264763,97.97752211721878,2.8333786239923544,261.78514091622793,2.5440458385190063,41.121871674006485,263.64598446564435,1015.9877131506975,48.01933609267585,0
2023-01-01 04:30:00,6.203560964708156,7.886469356628806,323.1306695118922,-3.8143067558269355,0.6658809943536679,0.6728527749760533,98.99225564705068,1.9355655552517395,97.24183557314049,0.8184747872392257,250.4741171830746,1.6438116394070947,59.74414644442297,252.46461843741895,980.0202969848643,47.21482301213563,0
2023-01-01 04:40:00,9.974618875492936,17.322658735323923,1600.8498533359102,-1.402237000203307,1.1060548635981033,16.019932027182435,99.18342723133148,20.810946405888355,97.34127639413518,22.520018353366414,246.5773677838144,1.5463560297456493,24.128599509233382,250.72941241656318,1011.6470427882898,50.111295324588056,0
2023-01-01 04:50:00,4.942872652742846,4.744520919277983,123.74110302138514,6.368469290733284,0.5558350366810094,8.971475534865785,99.86844790085387,9.65007584764026,96.86430176721049,8.259222021224298,240.8477205083377,1.8892961422131411,71.65064716853979,241.7033103983605,989.7217618369855,71.7812550294303,0
2023-01-01 05:00:00,7.937854241763259,12.034170021898882,750.6074340092111,-0.11245661979126176,0.8708485402671446,9.032921727974616,98.52079556208587,11.093544987506954,99.15455443530482,11.321144321878997,249.4118222013521,0.15065515542192276,43.36470993890255,249.23224469691468,992.4599139829986,80.90018084109958,0
2023-01-01 05:10:00,7.062608134340555,9.975569081017776,517.8418570234395,-0.8707634905965485,0.7647335542234756,6.852363415723151,99.45077788543114,7.995749097626618,98.15120707515833,6.999873902016255,255.40150594821142,1.643615851832485,51.630923175672535,252.09581425099728,1024.860405161663,74.61932652957509,0
2023-01-01 05:20:00,8.140861816448568,12.453249798757051,834.1808861120678,-0.5065112635389326,0.7804953362514415,8.843400412952926,99.39122562725389,12.303589985628049,99.48271856748076,11.775688953810082,257.78737585073407,0.9591287052562869,41.447416177985744,260.0702247799122,1007.0076111259228,38.30244369096934,0
2023-01-01 05:30:00,4.846436804996294,4.460583927726428,113.91073449442469,-5.374770405436264,0.5975407060381845,-3.1917000440711356,98.20412971953405,-1.648021339548342,98.18236372438174,-3.528857349944991,258.1390000119521,2.086568959493904,72.561430175035,257.29820586990985,1022.8366016151967,75.93567456708416,0
2023-01-01 05:40:00,5.096736783601512,5.134814363630769,144.65897708127824,-2.392379421445767,0.6487720435015359,0.2701710295264247,100.0,2.6881241348435037,98.58545855531206,-0.11257949621406038,268.0953323702274,1.3075079281399098,70.1974859326524,270.90111602401305,981.4512409973357,50.16777262190295,0
2023-01-01 05:50:00,8.112683887598429,12.444691723408944,804.895549984779,3.5828377005669942,0.8658816533080878,13.354396161512279,99.52953553810303,16.112162802612882,98.22945583019224,15.251242433007157,261.1574464225412,0.4070984616916927,41.71354106157039,259.7299499424479,1003.0849222025756,33.01707800931765,0
2023-01-01 06:00:00,0.6736942575782968,0.0,0.0,-2.417922716237209,0.4861076546744708,-0.2528655303880967,100.0,0.14846982308434634,98.92816764812781,-2.57228653178856,256.49792688859736,2.999723485527628,90.0,256.103736409372,997.4980171860092,69.0086455949925,0
2023-01-01 06:10:00,4.707693924912531,4.111951355340521,98.41099623067538,5.624660992217898,0.5887863371635207,8.620240649752194,98.09154251982963,10.269223081982906,97.72867309637381,6.848649144811019,244.26420228931303,2.0983949137384523,73.8717795980483,247.084556880248,1018.3449049178121,40.06734860206814,0
2023-01-01 06:20:00,2.7888095785838716,0.0,0.0,2.144949877818634,0.45545375050527925,4.442662693071436,97.41534975301495,4.916895013326546,97.89456555374224,2.0974714855773002,259.9927244864369,2.145044115148405,90.0,261.02618007127063,983.799823892153,71.43686495597882,0
2023-01-01 06:30:00,3.171050698430741,0.42285099356277955,4.4382035909088335,2.544847912020888,0.5090747239929456,3.9657430900973414,99.84221395139691,5.357200999787041,98.21879096181827,2.937903226670848,262.74423727795653,1.5178823690312337,88.38452118148744,264.03852851577597,997.0615587430642,80.97453761997464,0
2023-01-01 06:40:00,3.516095100287586,1.2733637270993183,16.42655599072423,6.4466183618011605,0.5086600198802567,8.75880537419635,99.76091655561872,9.591213053935746,97.14412622019779,6.774011803416129,276.9817400339173,1.6145187193447672,85.12576849728391,273.89974784584973,1004.1748751941598,56.134469580233656,0
2023-01-01 06:50:00,3.891534008196336,2.1762289122624145,34.94682759144659,4.6205242861024445,0.41455967369302116,6.5430923568132995,99.14279551089236,8.808380754503519,98.4398301572174,5.461930063203213,256.7866347652208,2.552858508937377,81.57995658925682,261.49963478751994,989.0919928578846,42.72719101078434,0
2023-01-01 07:00:00,8.558900755126073,13.363189396036656,997.1374230807504,5.95664713656193,0.849929729888783,18.00418973464404,98.68755905718263,21.908584287449532,97.63786502056257,20.81642192956271,257.3693385950301,2.071828018339569,37.49927064603153,254.78769206020547,1012.2951449870476,59.44928010471517,0
2023-01-01 07:10:00,4.801246080275991,4.389925568506088,109.58998734594468,5.858657362646349,0.5739975655042562,9.130080425702113,98.89891990014709,10.80572417345568,97.45710316976069,7.68242714792217,259.26290904203415,0.812749280928589,72.98823146406008,257.23435962017646,992.5701838100471,37.23935308513835,0
2023-01-01 07:20:00,5.17986563774724,5.3764290379865685,153.5711683939084,-6.148314130969652,0.6207118868474788,-2.8259957005373466,99.70132281636911,-0.9849909000557162,96.82458666028035,-4.202280927447382,245.6188419260559,0.3015783242723723,69.41238008794274,247.78885489330634,989.7058789045536,43.64898980895328,0
2023-01-01 07:30:00,6.213423026148161,7.970805074147019,314.67492853523913,-6.4111691262919335,0.6191214695578096,-1.035896466227492,98.38997703958049,1.2824089273426014,98.43562572257815,-1.4299494368324803,250.1302660935279,1.4081908347915306,59.65100475304515,249.38962389726458,1002.0234399068005,41.06182022340491,0
2023-01-01 07:40:00,9.092530449304954,14.62693084604475,1198.844391003433,-8.972465656328444,0.9248820166787645,5.62721304513663,99.44928226672016,9.14214236784057,98.92657701197227,9.392663736691045,244.44920228324506,2.9817543681306606,32.45943464545321,246.41084716482277,985.9225781105731,75.86660671957165,0
2023-01-01 07:50:00,6.193939797262383,7.96044336034612,320.22543286863703,2.126353024859256,0.5896395146724175,7.878222117436022,98.76751430361924,9.903274681640923,98.71694507795253,7.054558481299242,246.0225902339367,2.220267916453635,59.835013025855275,244.9262811114854,1027.3795100162688,42.46727434941308,0
2023-01-01 08:00:00,4.428703733330448,3.5212976968931806,55.406200182716155,-5.77949609389214,0.5965790286034589,-2.553734621096545,98.37941178973956,-1.0138773002766714,98.71065071787594,12.01965398794639,236.41733762334593,2.363484079940194,76.50668696299022,232.17822717852044,1011.252900358211,69.67098257120207,1
2023-01-01 08:10:00,7.621246400499456,11.145425564013525,564.928804311991,8.673369168910266,0.6908206833245276,16.892272193237467,98.4723637907356,19.300553920360958,97.6164032579352,30.129211698608792,242.31667641795704,0.3730609745241247,46.354895106394025,244.43057053489864,1014.4338995606047,71.98402109854304,1
2023-01-01 08:20:00,7.109408841393037,9.944917222621562,407.49100492401743,8.853524814880814,0.708456990229434,15.968888992728235,97.95607813829423,17.96757621491925,97.05933561732024,25.4717435680565,231.3783851526063,2.852358833419057,51.18891649795465,230.62639406040702,1029.9786208438725,70.33689505819436,1
2023-01-01 08:30:00,2.300668073492492,0.0,0.0,-4.609779480658922,0.5797202789834622,-2.2885043192801735,99.21886447984893,-0.34286441527545786,99.89629530883467,10.372022253318828,241.44166163486096,2.010400528563556,90.0,243.10857769821004,1022.8866547200176,49.78821981473793,1
2023-01-01 08:40:00,3.752293405418637,1.8259398833198608,21.66037536919589,3.8734734796686503,0.5592740558449114,6.866269058578151,99.1759545225389,8.387346193361488,98.78298345130038,23.831586130966127,249.49266811518106,1.972981159449387,82.89500672660176,244.61147596736353,1007.1296797178597,54.79485424795929,1
2023-01-01 08:50:00,5.566346654550305,6.380608463561988,154.12588000633815,-6.2483491721094575,0.5495454182061206,-1.7109757908871797,100.0,0.6575123985565705,97.96442091550266,10.734928700268405,257.142660207411,1.8266150012458948,65.76228159591379,252.41119204919403,991.9648731163825,39.50268982831395,1
